Time,Pod 1,Pod 2,Pod 3,Pod 4,Pod 5,avg
2019-08-05T14:03:00+01:00,null,0.005919197,null,0.001791064,null,0.003855131
2019-08-05T14:03:15+01:00,null,0.005919197,null,0.001791064,null,0.003855131
2019-08-05T14:03:30+01:00,null,0.005967383,null,0.002029501,null,0.003998442
2019-08-05T14:03:45+01:00,null,0.005967383,null,0.002029501,null,0.003998442
2019-08-05T14:04:00+01:00,null,0.00628036,null,0.001886179,null,0.004083269
2019-08-05T14:04:15+01:00,null,0.00628036,null,0.001886179,null,0.004083269
2019-08-05T14:04:30+01:00,null,0.006389322,null,0.001957993,null,0.004173658
2019-08-05T14:04:45+01:00,null,0.006389322,null,0.001957993,null,0.004173658
2019-08-05T14:05:00+01:00,null,0.006202161,null,0.001817998,null,0.004010079
2019-08-05T14:05:15+01:00,null,0.006202161,null,0.001817998,null,0.004010079
2019-08-05T14:05:30+01:00,null,0.00246622,null,0.001794435,null,0.002130327
2019-08-05T14:05:45+01:00,null,0.00246622,null,0.001794435,null,0.002130327
2019-08-05T14:06:00+01:00,null,0.002499393,null,0.00173893,null,0.002119161
2019-08-05T14:06:15+01:00,null,0.002499393,null,0.00173893,null,0.002119161
2019-08-05T14:06:30+01:00,null,0.00238657,null,0.001748549,null,0.00206756
2019-08-05T14:06:45+01:00,null,0.00238657,null,0.001748549,null,0.00206756
2019-08-05T14:07:00+01:00,null,null,null,0.001776594,null,0.001776594
2019-08-05T14:07:15+01:00,null,null,null,0.001776594,null,0.001776594
2019-08-05T14:07:30+01:00,null,null,null,0.001792402,null,0.001792402
2019-08-05T14:07:45+01:00,null,null,null,0.001792402,null,0.001792402
2019-08-05T14:08:00+01:00,null,null,null,0.001652957,null,0.001652957
